Column1,Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Status,Satisfaction
10929,IND30094,18%,0.54,6,209,5,1,0,,sales,low,Stayed,0.18
10930,IND01826,80%,0.82,4,271,4,,0,,sales,low,Stayed,0.8
10931,IND21360,81%,0.77,5,251,2,,0,,sales,low,Stayed,0.81
10932,IND12117,13%,0.61,5,198,5,,0,,sales,medium,Stayed,0.13
10933,IND35597,58%,0.97,3,274,4,1,0,1,sales,medium,Stayed,0.58
10934,IND43668,75%,0.63,4,209,3,,0,1,sales,medium,Stayed,0.75
10935,IND38856,80%,0.94,4,271,4,,0,1,sales,medium,Stayed,0.8
10936,IND01242,78%,0.6,4,143,2,,0,1,sales,medium,Stayed,0.78
10937,IND11996,92%,0.6,5,236,3,1,0,1,sales,medium,Stayed,0.92
10938,IND01170,85%,0.98,5,222,3,,0,1,sales,medium,Stayed,0.85
10939,IND23706,52%,0.63,3,233,3,,0,1,sales,medium,Stayed,0.52
10940,IND43255,95%,0.84,3,270,3,1,0,1,sales,medium,Stayed,0.95
10941,IND23625,81%,0.92,5,258,3,,0,1,sales,medium,Stayed,0.81
10942,IND35901,16%,0.82,6,202,4,1,0,1,sales,medium,Stayed,0.16
10943,IND35747,91%,0.74,3,150,2,,0,,accounting,medium,Stayed,0.91
10944,IND34384,62%,0.51,4,193,3,,0,,accounting,high,Stayed,0.62
10945,IND39819,24%,0.42,5,210,5,,0,,accounting,low,Stayed,0.24
10946,IND28362,88%,0.51,3,208,3,,0,,hr,medium,Stayed,0.88
10947,IND01712,94%,0.73,3,196,3,,0,,hr,medium,Stayed,0.94
10948,IND05567,76%,0.79,5,187,4,,0,,hr,medium,Stayed,0.76
10949,IND38012,49%,0.67,3,140,2,,0,,hr,medium,Stayed,0.49
10950,IND29211,93%,0.9,4,256,4,,0,,technical,low,Stayed,0.93
10951,IND36231,92%,0.66,4,113,3,,0,,technical,low,Stayed,0.92
10952,IND42896,19%,0.94,4,196,5,,0,,technical,low,Stayed,0.19
10953,IND0757,66%,0.76,3,170,3,,0,,technical,low,Stayed,0.66
10954,IND19998,16%,0.94,4,261,6,,0,,technical,low,Stayed,0.16
10955,IND18333,83%,0.99,5,132,3,,0,,technical,low,Stayed,0.83
10956,IND23445,69%,0.53,3,153,3,,0,,technical,low,Stayed,0.69
10957,IND27171,82%,0.53,3,147,3,1,0,,technical,low,Stayed,0.82
10958,IND03754,88%,0.72,5,244,2,,0,,technical,low,Stayed,0.88
10959,IND25398,31%,0.42,4,108,4,,0,,technical,low,Stayed,0.31
10960,IND17805,83%,0.49,4,218,2,,0,,technical,low,Stayed,0.83
10961,IND38778,94%,0.52,5,133,3,,0,,support,low,Stayed,0.94
10962,IND22366,65%,0.79,5,233,3,,0,,support,low,Stayed,0.65
10963,IND37183,60%,0.6,4,147,3,,0,,support,low,Stayed,0.6
10964,IND44519,52%,0.43,3,176,3,,0,,support,low,Stayed,0.52
10965,IND03636,66%,0.89,4,169,4,,0,,support,low,Stayed,0.66
10966,IND17253,87%,0.87,4,144,3,,0,,support,low,Stayed,0.87
10967,IND26419,20%,0.99,5,151,3,1,0,,support,low,Stayed,0.2
10968,IND24659,63%,0.91,4,252,3,1,0,,support,medium,Stayed,0.63
10969,IND14430,69%,0.98,4,180,3,,0,,support,medium,Stayed,0.69
10970,IND21724,48%,0.61,3,251,3,,0,,support,medium,Stayed,0.48
10971,IND35785,80%,0.8,4,263,4,,0,,support,medium,Stayed,0.8
10972,IND41164,89%,0.74,5,260,6,,0,,technical,medium,Stayed,0.89
10973,IND04758,67%,0.63,3,227,3,,0,,technical,medium,Stayed,0.67
10974,IND09520,37%,0.86,6,260,3,,0,,technical,medium,Stayed,0.37
10975,IND41725,93%,0.61,5,158,3,,0,,management,medium,Stayed,0.93
10976,IND22585,69%,0.52,3,186,3,,0,,IT,medium,Stayed,0.69
10977,IND03698,16%,0.61,4,171,6,,0,,IT,medium,Stayed,0.16
10978,IND05151,81%,0.55,3,199,2,1,0,,IT,medium,Stayed,0.81
10979,IND14107,97%,0.63,5,258,2,,0,,IT,medium,Stayed,0.97
10980,IND37843,77%,0.59,4,273,2,,0,,IT,high,Stayed,0.77
10981,IND28758,75%,0.78,2,259,3,,0,,product_mng,low,Stayed,0.75
10982,IND40203,88%,0.82,3,265,3,,0,,product_mng,medium,Stayed,0.88
10983,IND36640,43%,0.51,5,168,4,,0,,product_mng,medium,Stayed,0.43
10984,IND37220,99%,0.99,4,163,4,,0,,product_mng,medium,Stayed,0.99
10985,IND02255,59%,0.65,5,265,3,,0,,IT,medium,Stayed,0.59
10986,IND11792,89%,0.71,4,190,3,,0,,RandD,low,Stayed,0.89
10987,IND16858,54%,0.73,3,157,3,,0,,RandD,low,Stayed,0.54
10988,IND38818,32%,0.86,4,266,4,,0,,RandD,low,Stayed,0.32
10989,IND43855,17%,0.55,6,240,6,,0,,RandD,low,Stayed,0.17
10990,IND12079,78%,0.55,3,143,3,,0,,RandD,low,Stayed,0.78
10991,IND33150,73%,0.68,3,121,5,,0,,RandD,low,Stayed,0.73
10992,IND41167,65%,0.76,2,170,5,,0,,IT,low,Stayed,0.65
10993,IND18770,80%,0.71,4,161,4,,0,,IT,low,Stayed,0.8
10994,IND33694,61%,0.86,3,239,3,,0,,IT,low,Stayed,0.61
10995,IND41170,67%,0.49,3,224,3,,0,,IT,low,Stayed,0.67
10996,IND31267,63%,0.57,3,242,3,,0,,product_mng,low,Stayed,0.63
10997,IND10629,51%,0.58,4,140,2,1,0,,product_mng,low,Stayed,0.51
10998,IND31607,82%,0.59,5,170,3,,0,,product_mng,low,Stayed,0.82
10999,IND40919,79%,0.67,5,156,2,,0,,product_mng,low,Stayed,0.79
11000,IND41644,49%,0.6,2,113,5,,0,,IT,low,Stayed,0.49
11001,IND31006,70%,0.59,3,138,3,,0,,RandD,low,Stayed,0.7
11002,IND32535,13%,0.5,3,137,5,,0,,RandD,low,Stayed,0.13
11003,IND40436,83%,0.52,5,217,3,,0,,RandD,low,Stayed,0.83
11004,IND27428,83%,0.91,3,155,3,,0,,RandD,low,Stayed,0.83
11005,IND35873,19%,0.83,5,280,4,,0,,RandD,low,Stayed,0.19
11006,IND40889,80%,0.81,5,248,2,1,0,,RandD,low,Stayed,0.8
11007,IND13636,49%,0.67,2,190,8,,0,,marketing,medium,Stayed,0.49
11008,IND07335,92%,0.99,3,176,8,,0,,sales,medium,Stayed,0.92
11009,IND42125,81%,0.55,4,217,8,,0,,accounting,medium,Stayed,0.81
11010,IND20847,62%,0.91,3,269,8,,0,,support,medium,Stayed,0.62
11011,IND08357,21%,0.7,3,238,8,,0,,technical,medium,Stayed,0.21
11012,IND03226,95%,0.74,5,243,6,,0,,management,medium,Stayed,0.95
11013,IND36722,51%,0.8,4,198,6,,0,,marketing,medium,Stayed,0.51
11014,IND40884,52%,0.89,3,188,6,,0,,marketing,medium,Stayed,0.52
11015,IND44363,64%,0.56,3,257,6,,0,,marketing,medium,Stayed,0.64
11016,IND05181,62%,0.79,4,268,6,,0,,sales,medium,Stayed,0.62
11017,IND39656,73%,0.88,5,233,4,1,0,,sales,medium,Stayed,0.73
11018,IND11310,32%,0.86,4,214,5,,0,,sales,medium,Stayed,0.32
11019,IND11337,78%,0.96,2,285,3,,0,,sales,high,Stayed,0.78
11020,IND30600,65%,0.91,4,224,2,1,0,,sales,low,Stayed,0.65
11021,IND09323,56%,0.92,4,224,3,,0,,sales,medium,Stayed,0.56
11022,IND14636,96%,0.89,3,142,4,,0,,sales,medium,Stayed,0.96
11023,IND18004,79%,0.82,4,220,3,,0,,sales,medium,Stayed,0.79
11024,IND23048,66%,0.58,4,244,3,,0,,sales,medium,Stayed,0.66
11025,IND24731,67%,0.68,4,171,3,,0,,sales,low,Stayed,0.67
11026,IND20442,86%,0.82,4,274,2,1,0,,sales,low,Stayed,0.86
11027,IND34501,57%,0.72,4,214,2,1,0,,sales,low,Stayed,0.57
11028,IND0786,86%,0.87,5,171,2,,0,,sales,low,Stayed,0.86
11029,IND19146,52%,0.59,5,150,2,,0,,sales,low,Stayed,0.52
11030,IND43409,73%,0.61,4,260,2,1,0,,sales,low,Stayed,0.73
11031,IND03955,78%,0.63,5,259,3,,0,,sales,low,Stayed,0.78
11032,IND0973,95%,0.63,3,153,2,,0,,sales,low,Stayed,0.95
11033,IND14834,75%,0.61,3,263,3,,0,,sales,low,Stayed,0.75
11034,IND14920,83%,0.52,2,149,2,1,0,,sales,low,Stayed,0.83
11035,IND15495,48%,1,4,261,3,,0,,accounting,low,Stayed,0.48
11036,IND44169,30%,0.58,2,189,4,1,0,,accounting,low,Stayed,0.3
11037,IND22939,72%,0.85,5,237,4,,0,,accounting,low,Stayed,0.72
11038,IND27434,61%,0.52,3,224,3,,0,,hr,low,Stayed,0.61
11039,IND23508,31%,0.87,6,240,3,1,0,,hr,low,Stayed,0.31
11040,IND38200,62%,0.81,3,245,2,1,0,,hr,low,Stayed,0.62
11041,IND18138,48%,0.49,3,268,3,,0,,hr,low,Stayed,0.48
11042,IND07296,97%,0.89,4,208,2,1,0,,technical,low,Stayed,0.97
11043,IND07642,61%,0.83,4,153,2,,0,,technical,low,Stayed,0.61
11044,IND20589,93%,0.99,3,169,3,,0,,technical,low,Stayed,0.93
11045,IND39103,89%,0.39,5,218,2,,0,,technical,low,Stayed,0.89
11046,IND25074,95%,0.9,3,155,3,,0,,technical,medium,Stayed,0.95
11047,IND32775,36%,0.44,5,155,3,,0,,technical,medium,Stayed,0.36
11048,IND40783,29%,0.39,6,105,6,,0,,technical,medium,Stayed,0.29
11049,IND44769,65%,0.83,4,251,2,,0,,technical,medium,Stayed,0.65
11050,IND27281,72%,0.54,4,219,2,,0,,technical,medium,Stayed,0.72
11051,IND01625,51%,0.56,4,198,2,1,0,,technical,medium,Stayed,0.51
11052,IND14427,54%,0.53,4,158,2,,0,,technical,medium,Stayed,0.54
11053,IND12990,66%,0.58,3,157,2,,0,,support,medium,Stayed,0.66
11054,IND26629,59%,0.54,4,178,2,,0,,support,medium,Stayed,0.59
11055,IND30895,45%,0.48,3,145,2,,0,,support,medium,Stayed,0.45
11056,IND18845,15%,0.91,5,230,3,,0,,support,medium,Stayed,0.15
11057,IND04721,95%,0.53,3,174,3,,0,,support,medium,Stayed,0.95
11058,IND14808,49%,0.59,5,140,3,,0,,support,high,Stayed,0.49
11059,IND44669,68%,0.97,3,174,2,,0,,support,low,Stayed,0.68
11060,IND01545,70%,0.76,4,173,2,,0,,support,medium,Stayed,0.7
11061,IND33992,90%,0.73,2,203,4,,0,,support,medium,Stayed,0.9
11062,IND05617,94%,0.95,5,170,3,,0,,support,medium,Stayed,0.94
11063,IND24838,80%,0.86,3,203,3,,0,,support,medium,Stayed,0.8
11064,IND29756,59%,0.53,5,169,3,,0,,technical,low,Stayed,0.59
11065,IND34161,43%,0.96,3,109,6,,0,,technical,low,Stayed,0.43
11066,IND40169,70%,0.54,5,263,3,,0,,technical,low,Stayed,0.7
11067,IND0308,51%,0.62,4,185,3,,0,,management,low,Stayed,0.51
11068,IND02243,12%,0.49,4,191,5,,0,,IT,low,Stayed,0.12
11069,IND25888,14%,0.56,5,259,4,1,0,,IT,low,Stayed,0.14
11070,IND40617,86%,0.91,4,253,3,,0,,IT,low,Stayed,0.86
11071,IND0187,97%,0.5,3,216,3,,0,,IT,low,Stayed,0.97
11072,IND19981,100%,0.86,2,264,3,,0,,IT,medium,Stayed,1
11073,IND20732,49%,0.63,3,181,3,1,0,,product_mng,medium,Stayed,0.49
11074,IND27024,90%,0.93,3,209,3,,0,,product_mng,medium,Stayed,0.9
11075,IND23017,82%,0.89,4,239,2,,0,,product_mng,medium,Stayed,0.82
11076,IND36648,59%,0.48,3,197,3,,0,,product_mng,medium,Stayed,0.59
11077,IND36756,97%,0.57,4,150,2,,0,,IT,medium,Stayed,0.97
11078,IND31085,69%,0.88,3,164,10,,0,,management,medium,Stayed,0.69
11079,IND39698,73%,0.84,3,216,8,,0,,management,medium,Stayed,0.73
11080,IND20075,48%,0.74,2,271,8,1,0,,management,medium,Stayed,0.48
11081,IND34628,94%,0.49,4,176,8,,0,,management,medium,Stayed,0.94
11082,IND43624,74%,0.73,3,156,8,,0,,management,medium,Stayed,0.74
11083,IND08427,65%,0.63,4,143,8,,0,,management,medium,Stayed,0.65
11084,IND12880,93%,0.94,4,233,6,,0,,IT,medium,Stayed,0.93
11085,IND15663,57%,0.67,3,138,6,1,0,,IT,medium,Stayed,0.57
11086,IND25683,90%,0.49,3,259,6,,0,,IT,medium,Stayed,0.9
11087,IND14426,55%,0.86,4,169,6,,0,,IT,medium,Stayed,0.55
11088,IND26447,59%,0.73,3,172,6,,0,,product_mng,medium,Stayed,0.59
11089,IND34679,72%,0.98,4,156,3,,0,,product_mng,medium,Stayed,0.72
11090,IND41837,87%,0.52,4,140,3,,0,,product_mng,medium,Stayed,0.87
11091,IND05574,86%,0.82,4,212,2,,0,,product_mng,medium,Stayed,0.86
11092,IND04127,61%,0.5,4,269,3,,0,,IT,medium,Stayed,0.61
11093,IND37484,45%,0.63,5,111,5,,0,,management,medium,Stayed,0.45
11094,IND42937,51%,0.63,4,198,2,,0,,management,medium,Stayed,0.51
11095,IND34769,87%,0.92,4,263,3,,0,,management,medium,Stayed,0.87
11096,IND15552,29%,0.38,5,191,5,,0,,management,medium,Stayed,0.29
11097,IND34259,57%,0.64,3,188,3,,0,,management,medium,Stayed,0.57
11098,IND10987,69%,0.83,4,252,3,,0,,management,medium,Stayed,0.69
11099,IND15009,61%,0.9,2,142,3,,0,,marketing,high,Stayed,0.61
11100,IND18263,96%,0.85,4,247,3,,0,,sales,high,Stayed,0.96
11101,IND26146,16%,0.61,6,269,2,,0,,accounting,high,Stayed,0.16
11102,IND39937,96%,0.82,4,244,3,,0,,support,high,Stayed,0.96
11103,IND42863,77%,0.81,4,164,3,,0,,technical,high,Stayed,0.77
11104,IND20424,85%,0.87,6,232,5,,0,,management,high,Stayed,0.85
11105,IND40322,37%,0.49,3,177,3,,0,,marketing,high,Stayed,0.37
11106,IND16016,68%,0.65,3,173,3,1,0,,marketing,high,Stayed,0.68
11107,IND02103,87%,0.6,5,165,2,1,0,,marketing,high,Stayed,0.87
11108,IND07526,95%,0.8,3,225,2,,0,,sales,high,Stayed,0.95
11109,IND07598,84%,0.63,3,121,3,1,0,,sales,low,Stayed,0.84
11110,IND32333,44%,0.51,2,219,4,,0,,sales,low,Stayed,0.44
11111,IND19338,94%,0.73,4,204,2,,0,,sales,low,Stayed,0.94
11112,IND41299,85%,0.94,5,235,4,,0,,sales,low,Stayed,0.85
11113,IND0598,75%,0.51,2,215,2,1,0,,sales,low,Stayed,0.75
11114,IND11469,76%,0.67,5,243,3,,0,,sales,low,Stayed,0.76
11115,IND40651,13%,0.97,4,162,6,,0,,sales,low,Stayed,0.13
11116,IND03124,60%,0.79,4,262,3,,0,,sales,low,Stayed,0.6
11117,IND04501,45%,0.55,4,206,2,,0,,sales,low,Stayed,0.45
11118,IND20803,49%,1,2,125,4,1,0,,sales,low,Stayed,0.49
11119,IND10153,19%,0.36,3,167,5,,0,,sales,low,Stayed,0.19
11120,IND20718,68%,0.89,5,218,5,,0,,sales,low,Stayed,0.68
11121,IND37822,53%,0.91,5,181,3,,0,,sales,low,Stayed,0.53
11122,IND01070,100%,0.77,5,269,3,,0,,sales,low,Stayed,1
11123,IND07601,99%,0.86,3,167,2,,0,,sales,low,Stayed,0.99
11124,IND14151,29%,0.75,6,271,10,,0,,sales,medium,Stayed,0.29
11125,IND18731,54%,0.83,4,201,8,1,0,,sales,medium,Stayed,0.54
11126,IND19428,25%,0.9,6,229,8,,0,,sales,medium,Stayed,0.25
11127,IND40390,71%,0.76,4,148,8,,0,,accounting,medium,Stayed,0.71
11128,IND0319,96%,0.84,3,147,8,,0,,accounting,medium,Stayed,0.96
11129,IND31803,80%,0.9,4,211,8,,0,,accounting,medium,Stayed,0.8
11130,IND37863,82%,0.87,5,145,6,,0,,hr,medium,Stayed,0.82
11131,IND37978,19%,0.97,6,269,6,,0,,hr,medium,Stayed,0.19
11132,IND37680,43%,0.74,4,129,6,,0,,hr,medium,Stayed,0.43
11133,IND44622,62%,0.84,3,270,6,,0,,hr,medium,Stayed,0.62
11134,IND32888,75%,0.85,3,250,6,,0,,technical,medium,Stayed,0.75
11135,IND12151,56%,0.48,5,192,2,1,0,,technical,medium,Stayed,0.56
11136,IND040,88%,0.91,4,233,4,,0,,technical,high,Stayed,0.88
11137,IND08697,63%,0.57,4,192,3,,0,,technical,high,Stayed,0.63
11138,IND07135,75%,0.93,3,247,2,,0,,technical,high,Stayed,0.75
11139,IND22919,74%,1,4,192,4,,0,,technical,high,Stayed,0.74
11140,IND42399,55%,0.68,3,178,3,1,0,,technical,high,Stayed,0.55
11141,IND02360,87%,0.55,4,197,3,,0,,technical,high,Stayed,0.87
11142,IND18232,13%,0.9,5,264,6,,0,,technical,high,Stayed,0.13
11143,IND41856,33%,0.64,2,274,3,1,0,,technical,high,Stayed,0.33
11144,IND26948,89%,0.97,4,147,2,,0,,technical,low,Stayed,0.89
11145,IND27781,56%,0.94,3,154,3,1,0,,support,low,Stayed,0.56
11146,IND31367,95%,0.61,3,224,2,1,0,,support,low,Stayed,0.95
11147,IND44496,57%,0.59,4,250,2,,0,,support,low,Stayed,0.57
11148,IND38723,72%,0.53,3,179,3,,0,,support,low,Stayed,0.72
11149,IND33579,28%,0.44,4,170,2,,0,,support,low,Stayed,0.28
11150,IND22831,54%,0.61,4,118,5,,0,,support,low,Stayed,0.54
11151,IND40465,54%,0.95,4,256,3,,0,,support,low,Stayed,0.54
11152,IND20327,99%,0.8,3,209,2,,0,,support,medium,Stayed,0.99
11153,IND25283,37%,0.69,2,146,3,,0,,support,medium,Stayed,0.37
11154,IND09109,77%,0.87,3,275,4,1,0,,support,medium,Stayed,0.77
11155,IND38863,70%,0.88,4,180,2,,0,,support,medium,Stayed,0.7
11156,IND17824,80%,0.74,3,228,3,,0,,technical,medium,Stayed,0.8
11157,IND08552,52%,0.63,3,204,3,,0,,technical,medium,Stayed,0.52
11158,IND28924,69%,0.55,3,172,2,,0,,technical,medium,Stayed,0.69
11159,IND15012,60%,0.62,5,274,3,,0,,management,medium,Stayed,0.6
11160,IND22802,74%,0.64,3,136,2,,0,,IT,medium,Stayed,0.74
11161,IND23938,69%,0.82,4,252,3,1,0,,IT,medium,Stayed,0.69
11162,IND0917,78%,0.89,4,137,3,,0,,IT,medium,Stayed,0.78
11163,IND40299,77%,0.75,4,191,3,,0,,IT,medium,Stayed,0.77
11164,IND41219,91%,0.68,4,132,4,,0,,IT,medium,Stayed,0.91
11165,IND21254,54%,0.68,6,249,5,,0,,product_mng,medium,Stayed,0.54
11166,IND11138,48%,0.77,6,274,6,,0,,product_mng,medium,Stayed,0.48
11167,IND34364,55%,0.96,3,194,3,,0,,product_mng,medium,Stayed,0.55
11168,IND03045,17%,0.36,6,191,2,,0,,product_mng,medium,Stayed,0.17
11169,IND04869,77%,0.83,5,216,4,,0,,IT,medium,Stayed,0.77
11170,IND17632,93%,0.98,3,241,3,,0,,IT,medium,Stayed,0.93
11171,IND21495,65%,0.91,4,243,5,1,0,,IT,medium,Stayed,0.65
11172,IND35353,67%,0.52,4,207,3,,0,,IT,medium,Stayed,0.67
11173,IND11415,95%,0.88,3,199,3,,0,,IT,medium,Stayed,0.95
11174,IND18824,61%,0.97,6,286,4,,0,,product_mng,medium,Stayed,0.61
11175,IND27960,57%,0.39,4,132,3,,0,,product_mng,high,Stayed,0.57
11176,IND43516,65%,1,4,229,4,,0,,product_mng,low,Stayed,0.65
11177,IND18109,85%,0.81,4,260,3,,0,,product_mng,medium,Stayed,0.85
11178,IND03767,61%,0.96,3,214,2,,0,,IT,medium,Stayed,0.61
11179,IND05380,65%,0.9,6,217,4,1,0,1,RandD,medium,Stayed,0.65
11180,IND14901,92%,0.93,4,225,2,,0,1,RandD,medium,Stayed,0.92
11181,IND43207,37%,0.41,2,113,3,,0,1,RandD,medium,Stayed,0.37
11182,IND04729,48%,0.77,5,250,2,,0,1,RandD,medium,Stayed,0.48
11183,IND27730,82%,0.91,5,271,2,,0,1,RandD,medium,Stayed,0.82
11184,IND38816,84%,0.75,4,135,3,,0,1,RandD,medium,Stayed,0.84
11185,IND12477,57%,0.46,2,100,6,1,0,1,marketing,medium,Stayed,0.57
11186,IND24437,80%,0.75,4,224,3,,0,1,sales,medium,Stayed,0.8
11187,IND13592,49%,0.91,4,134,4,,0,,accounting,low,Stayed,0.49
11188,IND21978,79%,0.82,5,158,2,,0,,support,low,Stayed,0.79
11189,IND32172,48%,0.67,3,183,2,,0,,technical,low,Stayed,0.48
11190,IND22279,28%,0.89,4,97,6,,0,,management,low,Stayed,0.28
11191,IND41557,47%,0.56,4,226,3,,0,,marketing,low,Stayed,0.47
11192,IND21456,91%,0.6,4,235,4,1,0,,marketing,low,Stayed,0.91
11193,IND31057,75%,0.6,4,186,10,1,0,,marketing,low,Stayed,0.75
11194,IND01752,61%,0.89,3,242,10,,0,,sales,high,Stayed,0.61
11195,IND20417,47%,0.79,3,284,10,,0,,sales,low,Stayed,0.47
11196,IND43394,22%,0.7,2,274,10,,0,,sales,high,Stayed,0.22
11197,IND18582,50%,0.48,4,130,10,,0,,sales,high,Stayed,0.5
11198,IND18658,56%,0.87,3,146,10,,0,,sales,low,Stayed,0.56
11199,IND40599,84%,0.85,4,207,10,,0,,sales,low,Stayed,0.84
11200,IND09039,69%,0.72,4,210,2,1,0,,sales,high,Stayed,0.69
11201,IND14225,53%,0.64,3,143,2,,0,,sales,low,Stayed,0.53
11202,IND29332,17%,0.57,4,116,3,,0,,sales,medium,Stayed,0.17
11203,IND03972,48%,0.71,2,162,3,1,0,,sales,high,Stayed,0.48
11204,IND13059,94%,0.51,3,242,3,,0,,sales,medium,Stayed,0.94
11205,IND36257,77%,0.89,4,153,7,,0,,sales,medium,Stayed,0.77
11206,IND05542,100%,0.72,5,194,7,1,0,,sales,medium,Stayed,1
11207,IND44784,49%,0.65,4,233,7,,0,,sales,medium,Stayed,0.49
11208,IND20232,93%,0.73,4,283,7,,0,,sales,high,Stayed,0.93
11209,IND34461,38%,0.43,3,188,7,,0,,sales,medium,Stayed,0.38
11210,IND30638,60%,0.54,4,182,6,,0,,sales,medium,Stayed,0.6
11211,IND33631,50%,0.82,2,286,6,,0,,sales,medium,Stayed,0.5
11212,IND28934,97%,0.55,5,212,6,,0,,sales,high,Stayed,0.97
11213,IND22859,93%,0.95,5,176,6,,0,1,accounting,medium,Stayed,0.93
11214,IND37637,50%,1,5,264,8,,0,1,accounting,high,Stayed,0.5
11215,IND10843,52%,0.84,3,261,8,,0,1,accounting,low,Stayed,0.52
11216,IND39009,50%,0.71,4,163,8,,0,1,hr,medium,Stayed,0.5
11217,IND01882,55%,0.4,3,139,8,,0,1,hr,medium,Stayed,0.55
11218,IND40734,95%,0.84,3,261,8,1,0,1,hr,medium,Stayed,0.95
11219,IND40873,48%,0.42,2,275,6,1,0,1,hr,medium,Stayed,0.48
11220,IND37747,51%,0.39,5,132,6,1,0,1,technical,low,Stayed,0.51
11221,IND26246,96%,0.48,3,202,6,,0,,technical,low,Stayed,0.96
11222,IND30990,97%,0.84,4,177,6,,0,,technical,low,Stayed,0.97
11223,IND02780,97%,0.66,5,234,6,,0,,technical,low,Stayed,0.97
11224,IND01295,71%,0.54,4,188,6,,0,,technical,low,Stayed,0.71
11225,IND22790,82%,0.49,5,203,6,,0,,technical,low,Stayed,0.82
11226,IND37845,57%,1,4,227,10,,0,,technical,low,Stayed,0.57
11227,IND11220,48%,0.93,3,150,10,,0,,technical,low,Stayed,0.48
11228,IND12013,71%,0.64,3,267,3,,0,,technical,low,Stayed,0.71
11229,IND16658,63%,0.61,5,186,10,,0,,technical,low,Stayed,0.63
11230,IND03591,99%,0.84,4,142,10,,0,,technical,high,Stayed,0.99
11231,IND03727,79%,0.83,3,126,10,1,0,,support,low,Stayed,0.79
11232,IND14728,65%,0.85,4,201,10,,0,,support,low,Stayed,0.65
11233,IND33168,70%,0.85,4,142,2,,0,,support,low,Stayed,0.7
11234,IND03690,99%,0.94,4,167,4,,0,,support,low,Stayed,0.99
11235,IND17342,65%,0.62,4,258,2,,0,,support,high,Stayed,0.65
11236,IND25038,92%,0.85,3,207,2,,0,,support,low,Stayed,0.92
11237,IND0605,24%,0.5,4,282,4,1,0,,support,low,Stayed,0.24
11238,IND11082,39%,0.89,3,188,5,,0,,support,low,Stayed,0.39
11239,IND38619,82%,0.85,3,214,2,,0,,support,high,Stayed,0.82
11240,IND35083,78%,0.89,4,272,2,,0,,support,low,Stayed,0.78
11241,IND39598,62%,0.79,3,259,3,,0,,support,medium,Stayed,0.62
11242,IND17441,60%,0.61,5,191,2,1,0,,technical,high,Stayed,0.6
11243,IND26781,49%,0.57,3,192,3,,0,,technical,medium,Stayed,0.49
11244,IND26549,82%,0.82,3,164,3,,0,,technical,high,Stayed,0.82
11245,IND33492,48%,0.81,4,149,2,,0,,management,medium,Stayed,0.48
11246,IND24472,69%,0.56,4,149,3,,0,,IT,medium,Stayed,0.69
11247,IND30943,40%,0.89,2,165,3,,0,,IT,medium,Stayed,0.4
11248,IND27700,72%,0.8,3,222,3,,0,,IT,medium,Stayed,0.72
11249,IND08294,75%,0.84,5,222,3,1,0,,IT,medium,Stayed,0.75
11250,IND12655,50%,0.77,3,265,3,,0,,IT,medium,Stayed,0.5
11251,IND19748,78%,0.5,5,247,4,,0,,product_mng,medium,Stayed,0.78
11252,IND23146,76%,0.45,4,147,2,,0,,product_mng,medium,Stayed,0.76
11253,IND24160,94%,0.52,3,273,3,,0,,product_mng,high,Stayed,0.94
11254,IND07482,24%,0.94,6,144,4,,0,,product_mng,low,Stayed,0.24
11255,IND13416,99%,0.66,3,181,2,,0,,IT,medium,Stayed,0.99
11256,IND20347,67%,0.64,3,198,2,1,0,,management,medium,Stayed,0.67
11257,IND27750,76%,0.57,5,255,4,,0,,management,medium,Stayed,0.76
11258,IND06675,76%,0.77,4,169,10,,0,,management,medium,Stayed,0.76
11259,IND11292,55%,0.64,4,201,10,1,0,,management,medium,Stayed,0.55
11260,IND26706,74%,0.6,4,274,10,1,0,,management,medium,Stayed,0.74
11261,IND17598,81%,0.85,4,134,10,1,0,,management,medium,Stayed,0.81
11262,IND24423,98%,0.67,3,190,10,,0,,IT,medium,Stayed,0.98
11263,IND31175,98%,0.98,4,170,10,,0,,IT,medium,Stayed,0.98
11264,IND36395,58%,0.91,3,154,10,,0,,product_mng,high,Stayed,0.58
11265,IND38258,18%,0.75,3,142,2,,0,,product_mng,low,Stayed,0.18
11266,IND0106,57%,0.67,5,235,2,,0,,product_mng,low,Stayed,0.57
11267,IND23453,70%,0.62,3,110,3,,0,,product_mng,low,Stayed,0.7
11268,IND32653,49%,0.77,3,211,3,,0,,IT,high,Stayed,0.49
11269,IND08683,70%,0.56,4,214,3,,0,1,management,medium,Stayed,0.7
11270,IND15392,16%,0.93,5,210,7,,0,1,management,medium,Stayed,0.16
11271,IND19586,58%,0.59,3,207,7,,0,1,management,medium,Stayed,0.58
11272,IND24914,66%,0.57,4,161,7,,0,1,management,medium,Stayed,0.66
11273,IND43777,51%,0.55,2,102,7,,0,1,management,medium,Stayed,0.51
11274,IND35823,48%,0.84,4,186,7,,0,1,management,medium,Stayed,0.48
11275,IND39949,56%,0.71,3,211,6,,0,1,marketing,low,Stayed,0.56
11276,IND42687,81%,0.62,3,240,6,,0,1,sales,low,Stayed,0.81
11277,IND18509,57%,0.7,4,237,6,,0,,accounting,low,Stayed,0.57
